Week Start Date,Agency,Final Incident Type,# of Incidents Calculated,Call to First Pickup,Call to PD Calltaker Handoff,Call to FDNY Pickup,Call to FDNY Job Creation,Call to EMS Pickup,Call to Agency Job Creation,Call to Agency Dispatch,Call to Agency Arrival,Call to First Arrival (Multi-Agency Incidents),Median Pickup,Median Calltaker Handoff,Median FDNY Pickup,Median FDNY Job Creation,Median Ems Pickup,Median Ems Job Creation,Median Dispatch,Median Travel,Median Cumulative First Arrival  (Multi-Agency Incidents),Average Travel,Average Dispatch,Average EMS Processing,Average EMS Pickup,Average Calltaker Processing,Average Pickup,Average FD Pickup,Average FD Processing
04/20/2015,FDNY,2. Non-Structural Fires,194,3.45,70.24,,,,,85.24,335.05,327.71,3,57,,,,,11,238,317.5,4.16,0.25,,,1.11,0.06,,
04/20/2015,FDNY,3. Medical Emergencies,3235,3.26,202.50,,,66.93,198.20,229.95,495.08,424.94,3,116,,,5,58,8,249,384,4.42,0.46,2.23,0.09,3.32,0.05,,
04/20/2015,FDNY,4. Non-Medical Emergencies,2940,3.34,183.20,,,,,199.61,489.32,442.68,3,75,,,,,12,258,366,4.83,0.27,,,3.00,0.06,,
04/20/2015,NYPD,1. Critical,990,3.29,117.11,,,,,223.69,427.85,419.33,3,88,,,,,74,143,359,3.40,1.78,,,1.90,0.05,,
04/20/2015,NYPD,2. Serious,2011,3.29,117.57,,,,,272.53,573.48,554.90,3,88,,,,,93,193,425,5.02,2.58,,,1.90,0.05,,
04/20/2015,NYPD,3. Non-Critical,1015,3.41,157.50,,,,,417.77,927.40,920.39,3,132,,,,,124,327,678,8.49,4.34,,,2.57,0.06,,
04/20/2015,NYPD (Non-CIP),Alarms,2309,3.32,118.40,,,,,793.68,2126.10,2126.10,3,99,,,,,303,725,1392,22.21,11.25,,,1.92,0.06,,
04/20/2015,NYPD (Non-CIP),Disorderly Person/Group/Noise,1156,3.24,163.28,,,,,825.57,1776.23,1774.77,3,139,,,,,236,484.5,1056.5,15.84,11.04,,,2.67,0.05,,
04/20/2015,NYPD (Non-CIP),Dispute,4942,3.23,165.74,,,,,1114.84,2416.30,2406.05,3,141,,,,,292,659,1442,21.69,15.82,,,2.71,0.05,,
04/20/2015,NYPD (Non-CIP),Hazardous Materials/Suspicious Letters/Packages/Substances/Substances,486,3.14,111.40,,,,,294.43,1615.46,602.69,3,79.5,,,,,75,836,364,22.02,3.05,,,1.80,0.05,,
04/20/2015,NYPD (Non-CIP),Other Crimes (In Progress),2246,3.25,143.96,,,,,414.33,892.52,890.70,3,122,,,,,130,296.5,633,7.97,4.51,,,2.35,0.05,,
04/20/2015,NYPD (Non-CIP),Past Crime,3135,3.00,192.79,,,,,1366.69,3333.93,3278.43,3,164,,,,,429,1131,2224,32.79,19.57,,,3.16,0.05,,
04/20/2015,NYPD (Non-CIP),Police Officer/Security Holding Suspect,279,3.21,94.11,,,,,466.13,1363.10,1352.91,3,74,,,,,128,503,840,14.95,6.20,,,1.52,0.05,,
04/20/2015,NYPD (Non-CIP),Possible Crimes,5796,3.22,156.72,,,,,970.06,2282.23,2199.43,3,126,,,,,261,656,1313,21.87,13.56,,,2.56,0.05,,
04/20/2015,NYPD (Non-CIP),Vehicle Accident,3335,2.92,163.20,,,,,1269.72,3154.60,3116.44,3,136,,,,,474,1269,2308,31.41,18.44,,,2.67,0.05,,
04/13/2015,EMS,1. Life Threating Med Emergencies,8473,3.32,59.21,,,64.84,124.22,167.78,548.83,476.33,3,65.5,,,11,44,87.5,332.5,415,6.35,1.64,0.88,0.12,0.93,0.06,,
04/13/2015,EMS,2. Non-Life Threatening Med Emergencies,11435,3.27,68.12,,,75.20,102.31,278.90,848.90,734.24,3,77.25,,,11,47,102.5,476,578.5,9.50,3.26,0.39,0.14,1.08,0.05,,
04/13/2015,FDNY,1. Structural Fires,291,3.18,73.90,,,,,88.51,298.13,292.60,3,63,,,,,11,202,284,3.49,0.24,,,1.18,0.05,,
04/13/2015,FDNY,2. Non-Structural Fires,237,3.21,76.89,,,,,91.93,356.38,347.06,3,60,,,,,12,238,324,4.41,0.25,,,1.23,0.05,,
04/13/2015,FDNY,3. Medical Emergencies,3015,3.35,191.34,,,67.38,187.28,217.31,474.83,415.71,3,116,,,5,55,7,246,380,4.29,0.43,2.04,0.09,3.13,0.06,,
04/13/2015,FDNY,4. Non-Medical Emergencies,2802,3.31,163.19,,,,,179.84,467.45,426.10,3,76,,,,,12,257,365,4.79,0.28,,,2.66,0.06,,
04/13/2015,NYPD,1. Critical,1056,3.32,111.18,,,,,227.77,430.69,410.94,3,81,,,,,77,146,345,3.38,1.94,,,1.80,0.06,,
04/13/2015,NYPD,2. Serious,1847,3.26,115.40,,,,,268.90,556.62,531.68,3,87,,,,,92,190,420,4.80,2.56,,,1.87,0.05,,
04/13/2015,NYPD,3. Non-Critical,898,3.33,159.56,,,,,423.14,939.92,929.45,3,131.5,,,,,139,331,691,8.61,4.39,,,2.60,0.06,,
04/13/2015,NYPD (Non-CIP),Alarms,1693,3.31,117.83,,,,,836.69,2167.28,2166.65,3,99,,,,,300,729,1433,22.18,11.98,,,1.91,0.06,,
04/13/2015,NYPD (Non-CIP),Disorderly Person/Group/Noise,1093,3.34,163.52,,,,,860.91,1704.11,1673.90,3,137,,,,,243,446,1027,14.05,11.62,,,2.67,0.06,,
04/13/2015,NYPD (Non-CIP),Dispute,4629,3.35,167.85,,,,,1092.94,2377.13,2362.53,3,142,,,,,315,642,1438,21.40,15.42,,,2.74,0.06,,
04/13/2015,NYPD (Non-CIP),Hazardous Materials/Suspicious Letters/Packages/Substances/Substances,504,3.33,111.12,,,,,309.59,1709.89,668.42,3,82.5,,,,,77,893,369.5,23.34,3.31,,,1.80,0.06,,
04/13/2015,NYPD (Non-CIP),Other Crimes (In Progress),2121,3.50,152.46,,,,,420.01,917.66,915.29,3,127,,,,,129,307,667,8.29,4.46,,,2.48,0.06,,
04/13/2015,NYPD (Non-CIP),Past Crime,2720,3.04,196.18,,,,,1338.45,3302.92,3243.10,3,167,,,,,421.5,1121,2190.5,32.74,19.04,,,3.22,0.05,,
04/13/2015,NYPD (Non-CIP),Police Officer/Security Holding Suspect,177,3.69,98.93,,,,,437.62,1420.25,1406.88,3,77,,,,,132,640,1007,16.38,5.64,,,1.59,0.06,,
04/13/2015,NYPD (Non-CIP),Possible Crimes,5103,3.36,159.14,,,,,968.84,2224.21,2156.98,3,128,,,,,259,619,1268,20.92,13.50,,,2.60,0.06,,
04/13/2015,NYPD (Non-CIP),Vehicle Accident,2689,2.92,160.95,,,,,1249.73,3102.08,3048.45,3,135,,,,,476,1219,2284,30.87,18.15,,,2.63,0.05,,
04/06/2015,EMS,1. Life Threating Med Emergencies,8855,3.16,62.05,,,67.20,133.81,170.71,540.33,473.47,3,66.5,,,11,43.5,87,325.25,411.5,6.16,1.64,0.99,0.11,0.98,0.05,,
04/06/2015,EMS,2. Non-Life Threatening Med Emergencies,12253,3.12,73.36,,,79.93,134.40,234.09,752.89,667.11,3,78.5,,,11.5,47,96.5,449,552,8.65,2.46,0.81,0.14,1.17,0.05,,
04/06/2015,FDNY,1. Structural Fires,343,3.00,77.91,,,,,91.41,287.27,282.24,3,60,,,,,10,188,263,3.26,0.23,,,1.25,0.05,,
04/06/2015,FDNY,2. Non-Structural Fires,216,3.25,84.10,,,,,97.75,347.96,342.43,3,65,,,,,10,227.5,324.5,4.17,0.23,,,1.35,0.05,,
04/06/2015,FDNY,3. Medical Emergencies,3070,3.21,185.26,,,68.97,181.30,213.10,474.40,410.61,3,116,,,5,56,8,244,380.5,4.36,0.46,1.91,0.09,3.03,0.05,,
04/06/2015,FDNY,4. Non-Medical Emergencies,3066,3.16,168.65,,,,,185.04,465.60,431.42,3,76,,,,,12,251,356,4.68,0.27,,,2.76,0.05,,
04/06/2015,NYPD,1. Critical,1009,3.16,114.31,,,,,224.10,434.22,422.50,3,83,,,,,78,143,339,3.50,1.83,,,1.85,0.05,,
04/06/2015,NYPD,2. Serious,1922,3.16,120.47,,,,,260.12,542.63,523.63,3,92,,,,,85,204,422,4.71,2.33,,,1.96,0.05,,
04/06/2015,NYPD,3. Non-Critical,995,3.07,169.29,,,,,408.38,935.18,933.28,3,142,,,,,115,337,680,8.78,3.98,,,2.77,0.05,,
04/06/2015,NYPD (Non-CIP),Alarms,2146,3.18,115.77,,,,,754.74,1967.99,1967.99,3,99,,,,,274,703,1324,20.22,10.65,,,1.88,0.05,,
04/06/2015,NYPD (Non-CIP),Disorderly Person/Group/Noise,1186,3.13,163.46,,,,,764.58,1584.72,1569.31,3,143,,,,,209,416,977.5,13.67,10.02,,,2.67,0.05,,
04/06/2015,NYPD (Non-CIP),Dispute,5105,3.11,169.72,,,,,939.27,2131.11,2126.19,3,143,,,,,254,618,1357,19.86,12.83,,,2.78,0.05,,
04/06/2015,NYPD (Non-CIP),Hazardous Materials/Suspicious Letters/Packages/Substances/Substances,587,3.16,108.53,,,,,244.44,1588.84,643.53,3,80,,,,,69,825,347,22.41,2.27,,,1.76,0.05,,
04/06/2015,NYPD (Non-CIP),Other Crimes (In Progress),2007,3.14,157.81,,,,,385.70,874.48,872.26,3,130,,,,,120,304,640,8.15,3.80,,,2.58,0.05,,
04/06/2015,NYPD (Non-CIP),Past Crime,3062,2.93,195.56,,,,,1143.61,2928.88,2889.61,3,167,,,,,331,1063,1964.5,29.75,15.80,,,3.21,0.05,,
04/06/2015,NYPD (Non-CIP),Police Officer/Security Holding Suspect,208,3.16,98.94,,,,,365.62,1307.24,1303.90,3,79.5,,,,,114,513,862,15.69,4.44,,,1.60,0.05,,
04/06/2015,NYPD (Non-CIP),Possible Crimes,5497,3.15,158.27,,,,,837.88,1988.44,1926.57,3,128,,,,,230,611,1206,19.18,11.33,,,2.59,0.05,,
04/06/2015,NYPD (Non-CIP),Vehicle Accident,2697,2.80,162.19,,,,,1071.42,2778.01,2735.17,3,139,,,,,356,1128,2009,28.44,15.15,,,2.66,0.05,,
03/30/2015,EMS,1. Life Threating Med Emergencies,7994,3.21,60.86,,,66.14,126.54,171.27,558.65,492.65,3,67.5,,,11,44.5,90,348,434,6.46,1.66,0.88,0.11,0.96,0.05,,
03/30/2015,EMS,2. Non-Life Threatening Med Emergencies,10843,3.16,66.75,,,73.88,95.99,287.09,849.14,739.26,3,77,,,11,48,102.5,479.75,587.25,9.37,3.36,0.26,0.14,1.06,0.05,,
03/30/2015,FDNY,1. Structural Fires,330,3.15,68.46,,,,,83.18,280.63,277.26,3,58,,,,,11,195.5,272,3.29,0.25,,,1.09,0.05,,
03/30/2015,FDNY,2. Non-Structural Fires,213,3.37,86.15,,,,,103.86,375.91,372.75,3,66,,,,,13,243,336,4.53,0.30,,,1.38,0.06,,
03/30/2015,FDNY,3. Medical Emergencies,2705,3.19,200.49,,,67.05,196.26,231.97,496.74,432.40,3,118,,,5,58,8,245,383,4.41,0.52,2.20,0.09,3.29,0.05,,
03/30/2015,FDNY,4. Non-Medical Emergencies,2937,3.23,154.98,,,,,173.20,456.10,428.29,3,75,,,,,12,257,365,4.71,0.30,,,2.53,0.05,,
03/30/2015,NYPD,1. Critical,873,3.27,117.98,,,,,230.63,448.10,417.02,3,88,,,,,76,139,330,3.62,1.88,,,1.91,0.05,,
03/30/2015,NYPD,2. Serious,1616,3.24,116.57,,,,,260.72,533.96,521.70,3,88,,,,,90,182,421.5,4.55,2.40,,,1.89,0.05,,
03/30/2015,NYPD,3. Non-Critical,871,3.32,165.27,,,,,453.22,973.47,971.42,3,140,,,,,133,347,709,8.67,4.80,,,2.70,0.06,,
03/30/2015,NYPD (Non-CIP),Alarms,2109,3.14,117.46,,,,,851.09,2122.05,2121.63,3,98,,,,,287,735,1384,21.18,12.23,,,1.91,0.05,,
03/30/2015,NYPD (Non-CIP),Disorderly Person/Group/Noise,1043,3.18,160.02,,,,,749.38,1562.62,1555.40,3,143,,,,,216,435,1028,13.55,9.82,,,2.61,0.05,,
03/30/2015,NYPD (Non-CIP),Dispute,4434,3.20,167.84,,,,,1126.95,2340.97,2335.75,3,142,,,,,280,604.5,1378,20.23,15.99,,,2.74,0.05,,
03/30/2015,NYPD (Non-CIP),Hazardous Materials/Suspicious Letters/Packages/Substances/Substances,599,3.17,109.25,,,,,258.07,1661.54,586.86,3,77,,,,,74,898,366,23.39,2.48,,,1.77,0.05,,
03/30/2015,NYPD (Non-CIP),Other Crimes (In Progress),1884,3.32,160.07,,,,,419.11,920.12,917.34,3,133,,,,,131,319.5,678.5,8.35,4.32,,,2.61,0.06,,
03/30/2015,NYPD (Non-CIP),Past Crime,2688,2.99,199.98,,,,,1405.39,3350.18,3307.56,3,169,,,,,416.5,1146,2246.5,32.41,20.09,,,3.28,0.05,,
03/30/2015,NYPD (Non-CIP),Police Officer/Security Holding Suspect,192,3.25,100.56,,,,,491.55,1419.66,1417.36,3,77,,,,,143,456,937,15.47,6.52,,,1.62,0.05,,
03/30/2015,NYPD (Non-CIP),Possible Crimes,4908,3.16,161.33,,,,,978.78,2267.42,2194.58,3,130,,,,,269,657,1310.5,21.48,13.62,,,2.64,0.05,,
03/30/2015,NYPD (Non-CIP),Shot Spotter,1,3.00,66.00,,,,,231.00,351.00,351.00,3,63,,,,,165,120,351,2.00,2.75,,,1.05,0.05,,
03/30/2015,NYPD (Non-CIP),Vehicle Accident,2810,2.84,164.75,,,,,1297.55,3214.06,3155.33,3,139,,,,,453,1254,2300,31.94,18.88,,,2.70,0.05,,
03/23/2015,EMS,1. Life Threating Med Emergencies,8902,3.16,60.63,,,66.29,130.45,170.58,558.35,490.70,3,70.5,,,11.5,44,88.5,348.5,433,6.46,1.66,0.94,0.12,0.96,0.05,,
03/23/2015,EMS,2. Non-Life Threatening Med Emergencies,12462,3.13,70.22,,,77.95,109.88,284.92,852.00,741.24,3,80.25,,,12,47.5,102.75,480.75,595.75,9.45,3.35,0.49,0.16,1.12,0.05,,
03/23/2015,FDNY,1. Structural Fires,335,3.23,76.32,,,,,90.42,287.81,284.57,3,60,,,,,11,191,275,3.29,0.23,,,1.22,0.05,,
03/23/2015,FDNY,2. Non-Structural Fires,203,3.14,95.35,,,,,111.27,360.21,353.55,3,61,,,,,12,234,314,4.15,0.27,,,1.54,0.05,,
03/23/2015,FDNY,3. Medical Emergencies,2969,3.08,194.22,,,70.23,190.06,223.61,486.34,419.82,3,117,,,5,56,8,250,386,4.38,0.49,2.04,0.09,3.19,0.05,,
03/23/2015,FDNY,4. Non-Medical Emergencies,3008,3.12,163.22,,,,,180.33,467.15,431.10,3,76,,,,,13,255,361,4.78,0.29,,,2.67,0.05,,
03/23/2015,NYPD,1. Critical,911,3.07,118.49,,,,,231.04,465.99,446.93,3,89,,,,,80,152,350,3.92,1.88,,,1.92,0.05,,
03/23/2015,NYPD,2. Serious,1870,3.14,119.49,,,,,259.26,546.62,522.36,3,90,,,,,94,194,423,4.79,2.33,,,1.94,0.05,,
03/23/2015,NYPD,3. Non-Critical,981,3.16,160.49,,,,,418.45,967.41,959.41,3,130,,,,,127,326,652,9.15,4.30,,,2.62,0.05,,
03/23/2015,NYPD (Non-CIP),Alarms,2202,3.10,121.61,,,,,790.08,2024.14,2024.12,3,101,,,,,292.5,705.5,1360.5,20.57,11.14,,,1.98,0.05,,
03/23/2015,NYPD (Non-CIP),Disorderly Person/Group/Noise,1103,3.14,159.60,,,,,704.22,1549.61,1540.95,3,135,,,,,197,446,980,14.09,9.08,,,2.61,0.05,,
03/23/2015,NYPD (Non-CIP),Dispute,5030,3.14,168.92,,,,,1043.01,2203.59,2188.22,3,141,,,,,287.5,605,1367.5,19.34,14.57,,,2.76,0.05,,
03/23/2015,NYPD (Non-CIP),Hazardous Materials/Suspicious Letters/Packages/Substances/Substances,577,3.05,108.49,,,,,267.60,1671.83,563.44,3,81,,,,,82,890,364,23.40,2.65,,,1.76,0.05,,
03/23/2015,NYPD (Non-CIP),Other Crimes (In Progress),2184,3.16,156.59,,,,,406.30,899.03,896.32,3,131,,,,,126,312.5,662,8.21,4.16,,,2.56,0.05,,
03/23/2015,NYPD (Non-CIP),Past Crime,2922,2.94,196.82,,,,,1253.83,3153.74,3101.75,3,169,,,,,391,1073.5,2148.5,31.67,17.62,,,3.23,0.05,,
03/23/2015,NYPD (Non-CIP),Police Officer/Security Holding Suspect,223,3.39,98.45,,,,,387.83,1301.17,1299.52,3,74,,,,,126,488,887,15.22,4.82,,,1.58,0.06,,
03/23/2015,NYPD (Non-CIP),Possible Crimes,5472,3.17,159.59,,,,,925.01,2154.47,2080.99,3,126,,,,,270,637,1287,20.49,12.76,,,2.61,0.05,,
03/23/2015,NYPD (Non-CIP),Vehicle Accident,3097,2.86,167.01,,,,,1218.62,3023.41,2976.22,3,140,,,,,446,1195,2242,30.08,17.53,,,2.74,0.05,,
03/16/2015,EMS,1. Life Threating Med Emergencies,8657,3.20,61.48,,,67.27,133.04,175.34,565.77,498.04,3,71,,,12,44.5,91,350,449.5,6.51,1.74,0.99,0.12,0.97,0.05,,
03/16/2015,EMS,2. Non-Life Threatening Med Emergencies,12419,3.19,71.62,,,79.17,117.93,268.86,827.04,728.50,3,79,,,12,47,101.5,485,598.5,9.30,3.04,0.54,0.15,1.14,0.05,,
03/16/2015,FDNY,1. Structural Fires,342,3.24,80.59,,,,,94.58,293.12,286.13,3,63,,,,,11,191.5,275,3.31,0.23,,,1.29,0.05,,
03/16/2015,FDNY,2. Non-Structural Fires,250,3.35,74.93,,,,,89.44,339.39,332.68,3,59,,,,,10,235.5,311,4.17,0.24,,,1.19,0.06,,
03/16/2015,FDNY,3. Medical Emergencies,2959,3.19,207.84,,,69.18,203.42,237.26,502.61,429.34,3,120,,,5,58,8,254,387,4.42,0.49,2.28,0.09,3.41,0.05,,
03/16/2015,FDNY,4. Non-Medical Emergencies,2766,3.27,189.89,,,,,206.84,509.12,466.53,3,80,,,,,13,265,379,5.04,0.28,,,3.11,0.05,,
03/16/2015,NYPD,1. Critical,833,3.14,111.11,,,,,226.43,446.09,421.39,3,84,,,,,78,152,362,3.66,1.92,,,1.80,0.05,,
03/16/2015,NYPD,2. Serious,1844,3.29,118.87,,,,,260.70,548.89,527.06,3,89,,,,,92,192,429.5,4.80,2.36,,,1.93,0.05,,
03/16/2015,NYPD,3. Non-Critical,1021,3.36,162.43,,,,,458.59,1004.88,1001.53,3,129,,,,,133,344,712,9.10,4.94,,,2.65,0.06,,
03/16/2015,NYPD (Non-CIP),Alarms,2271,3.37,120.96,,,,,805.87,2088.33,2088.12,3,100,,,,,280,725,1383,21.37,11.42,,,1.96,0.06,,
03/16/2015,NYPD (Non-CIP),Disorderly Person/Group/Noise,1108,3.27,160.17,,,,,851.47,1738.24,1732.20,3,137.5,,,,,232.5,452,1057,14.78,11.52,,,2.61,0.05,,
03/16/2015,NYPD (Non-CIP),Dispute,4962,3.30,171.49,,,,,1164.37,2367.79,2357.04,3,144,,,,,296,636.5,1465.5,20.06,16.55,,,2.80,0.05,,
03/16/2015,NYPD (Non-CIP),Hazardous Materials/Suspicious Letters/Packages/Substances/Substances,376,3.27,114.82,,,,,250.41,1671.79,626.94,3,83,,,,,69.5,847,351,23.69,2.26,,,1.86,0.05,,
03/16/2015,NYPD (Non-CIP),Other Crimes (In Progress),1991,3.28,159.99,,,,,421.65,898.19,887.15,3,130,,,,,129,309,666,7.94,4.36,,,2.61,0.05,,
03/16/2015,NYPD (Non-CIP),Past Crime,2921,3.08,200.26,,,,,1362.18,3291.90,3237.07,3,169,,,,,385,1112,2161,32.16,19.37,,,3.29,0.05,,
03/16/2015,NYPD (Non-CIP),Police Officer/Security Holding Suspect,241,3.35,99.10,,,,,425.10,1406.37,1406.37,3,78,,,,,137,556,938,16.35,5.43,,,1.60,0.06,,
03/16/2015,NYPD (Non-CIP),Possible Crimes,5630,3.19,159.84,,,,,1060.07,2348.66,2264.21,3,128,,,,,287,652,1338.5,21.48,15.00,,,2.61,0.05,,
03/16/2015,NYPD (Non-CIP),Vehicle Accident,3065,2.92,164.92,,,,,1279.56,3154.20,3101.51,3,139,,,,,448,1258,2253,31.24,18.58,,,2.70,0.05,,
03/09/2015,EMS,1. Life Threating Med Emergencies,8997,3.22,60.87,,,67.20,126.79,172.82,571.65,502.86,3,70.25,,,12.5,45,90.5,356,441,6.65,1.69,0.89,0.13,0.96,0.05,,
03/09/2015,EMS,2. Non-Life Threatening Med Emergencies,12757,3.19,63.24,,,71.55,81.37,321.64,922.89,798.41,3,79,,,12.5,48.5,109,501.5,615.5,10.02,4.09,0.16,0.16,1.00,0.05,,
03/09/2015,FDNY,1. Structural Fires,290,3.18,79.57,,,,,93.60,294.37,290.40,3,57,,,,,11,198,278,3.35,0.23,,,1.27,0.05,,
03/09/2015,FDNY,2. Non-Structural Fires,424,3.37,74.82,,,,,89.89,337.64,305.43,3,58,,,,,11,239,320,4.13,0.25,,,1.19,0.06,,
03/09/2015,FDNY,3. Medical Emergencies,3115,3.17,201.18,,,68.67,196.91,227.35,499.56,435.39,3,117,,,5,57,8,254,388,4.54,0.44,2.18,0.09,3.30,0.05,,
03/09/2015,FDNY,4. Non-Medical Emergencies,3065,3.18,182.19,,,,,199.62,500.97,460.70,3,76,,,,,13,270,379,5.02,0.29,,,2.98,0.05,,
03/09/2015,NYPD,1. Critical,949,3.29,116.87,,,,,235.47,450.20,423.51,3,87,,,,,77,151,366,3.58,1.98,,,1.89,0.05,,
03/09/2015,NYPD,2. Serious,1897,3.21,120.29,,,,,267.25,540.24,528.76,3,89,,,,,96,196,436,4.55,2.45,,,1.95,0.05,,
03/09/2015,NYPD,3. Non-Critical,1030,3.40,165.49,,,,,497.64,1053.98,1044.64,3,141,,,,,150,346.5,743.5,9.27,5.54,,,2.70,0.06,,
03/09/2015,NYPD (Non-CIP),Alarms,2347,3.23,119.79,,,,,891.10,2240.31,2231.63,3,100,,,,,314,750,1473,22.49,12.86,,,1.94,0.05,,
03/09/2015,NYPD (Non-CIP),Disorderly Person/Group/Noise,1027,3.21,163.36,,,,,869.97,1747.40,1739.82,3,138,,,,,239,452,1051,14.62,11.78,,,2.67,0.05,,
03/09/2015,NYPD (Non-CIP),Dispute,4943,3.19,167.31,,,,,1241.04,2522.33,2512.11,3,140,,,,,330,661,1527,21.35,17.90,,,2.74,0.05,,
03/09/2015,NYPD (Non-CIP),Hazardous Materials/Suspicious Letters/Packages/Substances/Substances,403,3.30,110.65,,,,,283.13,1848.39,650.73,3,82,,,,,78,919,370,26.09,2.87,,,1.79,0.05,,
03/09/2015,NYPD (Non-CIP),Other Crimes (In Progress),2046,3.21,154.61,,,,,462.87,963.65,959.78,3,129,,,,,143,318,687.5,8.35,5.14,,,2.52,0.05,,
03/09/2015,NYPD (Non-CIP),Past Crime,3012,2.99,196.24,,,,,1434.31,3314.89,3252.81,3,166,,,,,450,1083.5,2276,31.34,20.63,,,3.22,0.05,,
03/09/2015,NYPD (Non-CIP),Police Officer/Security Holding Suspect,228,3.16,96.54,,,,,460.68,1395.91,1392.18,3,76,,,,,133,552,905.5,15.59,6.07,,,1.56,0.05,,
03/09/2015,NYPD (Non-CIP),Possible Crimes,5815,3.20,160.03,,,,,1097.03,2338.89,2257.26,3,128,,,,,304,650,1377,20.70,15.62,,,2.61,0.05,,
03/09/2015,NYPD (Non-CIP),Vehicle Accident,3274,2.92,164.95,,,,,1422.92,3301.29,3248.29,3,138,,,,,514.5,1254,2355,31.31,20.97,,,2.70,0.05,,
03/02/2015,EMS,1. Life Threating Med Emergencies,8629,3.12,57.81,,,64.17,117.15,164.24,595.23,517.44,3,72,,,12.75,43.5,89.5,382,465.5,7.18,1.57,0.73,0.13,0.91,0.05,,
03/02/2015,EMS,2. Non-Life Threatening Med Emergencies,12861,3.11,61.88,,,69.95,71.70,312.77,949.25,835.35,3,79,,,11.5,46.5,107,534.5,659.5,10.61,3.88,-0.04,0.16,0.98,0.05,,
03/02/2015,FDNY,1. Structural Fires,310,3.17,90.35,,,,,104.48,318.85,314.66,3,58.5,,,,,12,208,283.5,3.57,0.24,,,1.45,0.05,,
03/02/2015,FDNY,2. Non-Structural Fires,918,3.15,89.22,,,,,105.80,365.44,362.07,3,61,,,,,13,249,338,4.33,0.28,,,1.43,0.05,,
03/02/2015,FDNY,3. Medical Emergencies,3007,3.12,235.02,,,66.50,230.04,265.59,551.09,462.40,3,119,,,5,60,8,266,405,4.76,0.51,2.78,0.09,3.86,0.05,,
03/02/2015,FDNY,4. Non-Medical Emergencies,3268,3.12,163.04,,,,,181.97,507.17,470.11,3,74,,,,,13,287,394,5.42,0.32,,,2.67,0.05,,
03/02/2015,NYPD,1. Critical,881,3.16,121.68,,,,,249.39,484.94,472.95,3,91,,,,,79,155,368,3.93,2.13,,,1.98,0.05,,
03/02/2015,NYPD,2. Serious,1706,3.16,122.82,,,,,277.60,605.68,584.94,3,91,,,,,97,215,461,5.47,2.58,,,1.99,0.05,,
03/02/2015,NYPD,3. Non-Critical,896,3.10,165.18,,,,,472.04,1053.70,1049.78,3,135,,,,,131,402,770.5,9.69,5.11,,,2.70,0.05,,
03/02/2015,NYPD (Non-CIP),Alarms,2409,3.15,118.00,,,,,897.11,2180.62,2177.22,3,99,,,,,318,763,1442,21.39,12.99,,,1.91,0.05,,
03/02/2015,NYPD (Non-CIP),Disorderly Person/Group/Noise,965,3.09,158.09,,,,,856.73,1742.13,1725.34,3,134,,,,,231,462,1054,14.76,11.64,,,2.58,0.05,,
03/02/2015,NYPD (Non-CIP),Dispute,4954,3.12,170.79,,,,,1115.98,2402.04,2395.33,3,140,,,,,296,672.5,1511.5,21.43,15.75,,,2.79,0.05,,
03/02/2015,NYPD (Non-CIP),Hazardous Materials/Suspicious Letters/Packages/Substances/Substances,442,3.12,107.69,,,,,297.63,1648.14,671.68,3,77,,,,,81,906.5,378,22.51,3.17,,,1.74,0.05,,
03/02/2015,NYPD (Non-CIP),Other Crimes (In Progress),1869,3.13,157.77,,,,,452.92,991.55,986.12,3,132,,,,,134,352,729,8.98,4.92,,,2.58,0.05,,
03/02/2015,NYPD (Non-CIP),Past Crime,2689,2.96,207.76,,,,,1461.65,3514.72,3465.33,3,171,,,,,455,1165,2310,34.22,20.90,,,3.41,0.05,,
03/02/2015,NYPD (Non-CIP),Police Officer/Security Holding Suspect,177,3.19,101.75,,,,,629.14,1795.53,1789.77,3,77,,,,,162,586,1116,19.44,8.79,,,1.64,0.05,,
03/02/2015,NYPD (Non-CIP),Possible Crimes,5301,3.10,162.31,,,,,1064.26,2426.21,2343.99,3,128,,,,,310,750,1457,22.70,15.03,,,2.65,0.05,,
03/02/2015,NYPD (Non-CIP),Vehicle Accident,4141,2.87,161.40,,,,,1448.04,3462.11,3408.64,3,135,,,,,528,1344,2474,33.57,21.44,,,2.64,0.05,,
02/23/2015,EMS,1. Life Threating Med Emergencies,8812,3.05,58.93,,,64.69,120.79,164.02,574.29,506.07,3,68,,,11.5,43,88.25,369.25,455.5,6.84,1.58,0.81,0.12,0.93,0.05,,
02/23/2015,EMS,2. Non-Life Threatening Med Emergencies,12978,3.06,64.77,,,72.01,82.58,293.38,901.25,780.57,3,79.5,,,11.5,45,101.5,512,623.75,10.13,3.54,0.10,0.15,1.03,0.05,,
02/23/2015,FDNY,1. Structural Fires,360,3.08,72.98,,,,,87.06,298.36,292.99,3,57,,,,,11,209.5,278.5,3.52,0.23,,,1.17,0.05,,
02/23/2015,FDNY,2. Non-Structural Fires,361,3.12,87.33,,,,,101.27,353.04,340.34,3,64,,,,,11,237,328,4.20,0.23,,,1.40,0.05,,
02/23/2015,FDNY,3. Medical Emergencies,2992,3.04,214.31,,,67.59,209.78,243.06,521.93,441.09,3,116,,,5,57,7,266,399,4.65,0.48,2.42,0.09,3.52,0.05,,
